policy,retry_model,hotspot_probability,mpl,n,committed_tps_mean,committed_tps_ci95,observed_tps_mean,observed_tps_ci95,attempted_tps_mean,attempted_tps_ci95,error_rate_pct_mean,error_rate_pct_ci95,abort_rate_pct_mean,abort_rate_pct_ci95,latency_mean_ms_mean,latency_mean_ms_ci95
mixed_robust,bounded_10,0.500000,1,5,3590.390000,30.862680,3590.390000,30.862680,3590.390000,30.862680,0.000000,0.000000,0.000000,0.000000,0.273252,0.002321
mixed_robust,bounded_10,0.500000,8,5,7209.476667,2507.470244,7209.480000,2507.469656,7457.633333,2594.120748,0.000049,0.000097,3.326388,0.015643,1.203806,0.289608
mixed_robust,bounded_10,0.500000,32,5,7196.680000,2259.383987,7198.780000,2259.481304,8326.106666,2638.380418,0.031425,0.006968,13.486553,0.279337,4.844123,1.268430
mixed_robust,bounded_10,0.500000,64,5,6802.913333,2106.431358,6806.933333,2107.480744,8156.986667,2569.257660,0.059791,0.004368,16.460172,0.439829,10.277361,2.750804
mixed_robust,bounded_10,0.900000,1,5,3662.476667,10.977514,3662.476667,10.977514,3662.476667,10.977514,0.000000,0.000000,0.000000,0.000000,0.267904,0.000818
mixed_robust,bounded_10,0.900000,8,5,7187.000000,2465.090587,7187.070000,2465.123976,8019.760000,2754.715655,0.000936,0.000521,10.370023,0.046184,1.231573,0.359778
mixed_robust,bounded_10,0.900000,32,5,5720.916667,1776.749235,5735.360000,1781.152739,8348.450000,2682.253715,0.252253,0.004540,31.260995,0.642035,6.062219,1.552203
mixed_robust,bounded_10,0.900000,64,5,5009.090000,1711.101851,5024.763333,1716.623596,7547.493333,2675.759802,0.311677,0.019722,33.407707,0.661441,13.898232,3.313799
mixed_robust,bounded_3,0.100000,1,5,3447.836667,30.849680,3447.836667,30.849680,3447.836667,30.849680,0.000000,0.000000,0.000000,0.000000,0.284760,0.002583
mixed_robust,bounded_3,0.100000,8,5,7837.126667,2804.748711,7837.126667,2804.748711,7848.620000,2808.690732,0.000000,0.000000,0.147129,0.003259,1.119524,0.295221
mixed_robust,bounded_3,0.100000,32,5,8196.873333,2598.662893,8197.120000,2598.713867,8246.363333,2615.088685,0.003097,0.000531,0.597870,0.011160,4.216278,0.998980
mixed_robust,bounded_3,0.100000,64,5,8044.406667,2375.517353,8044.976667,2375.669438,8119.843333,2397.273621,0.007117,0.000681,0.932115,0.037726,8.532235,1.936857
mixed_robust,bounded_3,0.500000,1,5,3489.193333,25.317840,3489.193333,25.317840,3489.193333,25.317840,0.000000,0.000000,0.000000,0.000000,0.281300,0.002070
mixed_robust,bounded_3,0.500000,8,5,7120.196667,2392.457818,7120.723333,2392.586940,7366.623333,2476.981663,0.007588,0.001050,3.340207,0.039375,1.211033,0.279884
mixed_robust,bounded_3,0.500000,32,5,8457.946667,2802.243984,8513.976667,2821.018396,9689.050000,3238.382555,0.656771,0.018487,12.601562,0.370253,4.224976,1.407399
mixed_robust,bounded_3,0.500000,64,5,7410.163333,2564.798801,7491.170000,2596.703068,8768.750000,3083.611758,1.063871,0.053344,15.328829,0.469003,9.578268,2.893325
mixed_robust,bounded_3,0.900000,1,5,3648.660000,11.296389,3648.660000,11.296389,3648.660000,11.296389,0.000000,0.000000,0.000000,0.000000,0.268910,0.000852
mixed_robust,bounded_3,0.900000,8,5,6523.733333,2233.984571,6532.243333,2237.201557,7269.253333,2490.043657,0.128760,0.007395,10.252148,0.039258,1.337048,0.353951
mixed_robust,bounded_3,0.900000,32,5,5547.083333,1967.421296,5726.143333,2035.316662,7751.276667,2815.619173,3.096280,0.260429,28.206342,1.191400,6.152626,1.582963
mixed_robust,bounded_3,0.900000,64,5,6018.810000,1751.182496,6272.650000,1837.250102,8794.193333,2650.998666,3.990811,0.230977,31.333672,0.830806,11.150527,3.192799
mixed_robust,unbounded,0.100000,1,5,3618.153334,11.098965,3618.153334,11.098965,3618.153334,11.098965,0.000000,0.000000,0.000000,0.000000,0.271113,0.000830
mixed_robust,unbounded,0.100000,8,5,7791.686667,2729.720498,7791.686667,2729.720498,7803.096667,2733.456665,0.000000,0.000000,0.146997,0.004135,1.115216,0.270997
mixed_robust,unbounded,0.100000,32,5,8977.223333,2814.741156,8977.223333,2814.741156,9033.670000,2831.861688,0.000000,0.000000,0.626941,0.018573,3.894324,1.058547
mixed_robust,unbounded,0.100000,64,5,8271.566667,2621.343614,8271.566667,2621.343614,8354.016667,2649.485465,0.000000,0.000000,0.980772,0.038663,8.413155,2.104678
mixed_robust,unbounded,0.500000,1,5,3622.050000,14.770005,3622.050000,14.770005,3622.050000,14.770005,0.000000,0.000000,0.000000,0.000000,0.270828,0.001106
mixed_robust,unbounded,0.500000,8,5,7889.263333,2644.045292,7889.263333,2644.045292,8163.390000,2736.689845,0.000000,0.000000,3.355244,0.027083,1.120547,0.331351
mixed_robust,unbounded,0.500000,32,5,7803.166667,2359.383980,7803.166667,2359.383980,8971.613333,2713.231961,0.000000,0.000000,13.061173,1.037929,4.478008,1.260474
mixed_robust,unbounded,0.500000,64,5,6799.423333,2174.165265,6799.423333,2174.165265,8181.203333,2665.995692,0.000000,0.000000,16.749161,0.427063,10.266099,2.626455
mixed_robust,unbounded,0.900000,1,5,3640.943334,11.683797,3640.943334,11.683797,3640.943334,11.683797,0.000000,0.000000,0.000000,0.000000,0.269468,0.000856
mixed_robust,unbounded,0.900000,8,5,7204.556667,2421.372074,7204.556667,2421.372074,8034.683333,2701.219266,0.000000,0.000000,10.327969,0.029247,1.213222,0.326657
mixed_robust,unbounded,0.900000,32,5,5407.293333,1770.566034,5407.293333,1770.566034,7894.603333,2672.555246,0.000000,0.000000,31.300582,0.606839,6.417963,1.520661
mixed_robust,unbounded,0.900000,64,5,5660.713333,1870.991988,5660.713333,1870.991988,8523.806667,2868.742590,0.000000,0.000000,33.481564,1.039966,12.573914,3.712498
rc,bounded_1,0.100000,1,5,3382.900000,120.169047,3382.900000,120.169047,3382.900000,120.169047,0.000000,0.000000,0.000000,0.000000,0.290148,0.010615
rc,bounded_1,0.100000,8,5,9231.420000,3343.374901,9231.420000,3343.374901,9231.420000,3343.374901,0.000000,0.000000,0.000000,0.000000,0.976361,0.316898
rc,bounded_1,0.100000,32,5,8676.746667,2771.171145,8676.746667,2771.171145,8676.746667,2771.171145,0.000000,0.000000,0.000000,0.000000,3.984425,0.937044
rc,bounded_1,0.100000,64,5,9939.796667,3307.513620,9939.796667,3307.513620,9939.796667,3307.513620,0.000000,0.000000,0.000000,0.000000,7.159780,2.111409
rc,bounded_1,0.500000,1,5,3411.520000,68.216680,3411.520000,68.216680,3411.520000,68.216680,0.000000,0.000000,0.000000,0.000000,0.287644,0.005600
rc,bounded_1,0.500000,8,5,9534.540000,3139.719368,9534.540000,3139.719368,9534.540000,3139.719368,0.000000,0.000000,0.000000,0.000000,0.934266,0.308604
rc,bounded_1,0.500000,32,5,9920.730000,3038.143527,9920.730000,3038.143527,9920.730000,3038.143527,0.000000,0.000000,0.000000,0.000000,3.551736,1.072453
rc,bounded_1,0.500000,64,5,9946.813334,2781.702991,9946.813334,2781.702991,9946.813334,2781.702991,0.000000,0.000000,0.000000,0.000000,7.028442,2.094882
rc,bounded_1,0.900000,1,5,3554.890000,10.992106,3554.890000,10.992106,3554.890000,10.992106,0.000000,0.000000,0.000000,0.000000,0.276165,0.000807
rc,bounded_1,0.900000,8,5,9509.116667,2889.715761,9509.116667,2889.715761,9509.116667,2889.715761,0.000000,0.000000,0.000000,0.000000,0.927761,0.304952
rc,bounded_1,0.900000,32,5,9840.230000,2830.558010,9840.230000,2830.558010,9840.230000,2830.558010,0.000000,0.000000,0.000000,0.000000,3.568177,1.104465
rc,bounded_1,0.900000,64,5,8401.843333,2845.070520,8401.843333,2845.070520,8401.843333,2845.070520,0.000000,0.000000,0.000000,0.000000,8.366583,2.183740
rc,bounded_10,0.100000,1,5,3559.166667,11.126513,3559.166667,11.126513,3559.166667,11.126513,0.000000,0.000000,0.000000,0.000000,0.275754,0.000853
rc,bounded_10,0.100000,8,5,8416.450000,2736.974198,8416.450000,2736.974198,8416.450000,2736.974198,0.000000,0.000000,0.000000,0.000000,1.026625,0.256147
rc,bounded_10,0.100000,32,5,9871.496667,2662.720854,9871.496667,2662.720854,9871.496667,2662.720854,0.000000,0.000000,0.000000,0.000000,3.517305,1.028606
rc,bounded_10,0.100000,64,5,9971.596667,3424.421931,9971.596667,3424.421931,9971.596667,3424.421931,0.000000,0.000000,0.000000,0.000000,7.184359,2.171782
rc,bounded_10,0.500000,1,5,3563.083333,12.988556,3563.083333,12.988556,3563.083333,12.988556,0.000000,0.000000,0.000000,0.000000,0.275416,0.000924
rc,bounded_10,0.500000,8,5,9680.956667,3069.809985,9680.956667,3069.809985,9680.956667,3069.809985,0.000000,0.000000,0.000000,0.000000,0.918241,0.309670
rc,bounded_10,0.500000,32,5,9948.843333,3339.385816,9948.843333,3339.385816,9948.843333,3339.385816,0.000000,0.000000,0.000000,0.000000,3.595813,1.130063
rc,bounded_10,0.500000,64,5,9389.966667,2615.364602,9389.966667,2615.364602,9389.966667,2615.364602,0.000000,0.000000,0.000000,0.000000,7.364611,1.948856
rc,bounded_10,0.900000,1,5,3617.320000,51.463370,3617.320000,51.463370,3617.320000,51.463370,0.000000,0.000000,0.000000,0.000000,0.271402,0.003854
rc,bounded_10,0.900000,8,5,9701.533333,3108.987567,9701.533333,3108.987567,9701.533333,3108.987567,0.000000,0.000000,0.000000,0.000000,0.919499,0.314843
rc,bounded_10,0.900000,32,5,8240.870000,2799.824052,8240.870000,2799.824052,8240.870000,2799.824052,0.000000,0.000000,0.000000,0.000000,4.211429,0.965219
rc,bounded_10,0.900000,64,5,8654.496667,2832.716676,8654.496667,2832.716676,8654.496667,2832.716676,0.000000,0.000000,0.000000,0.000000,8.178898,2.328789
rc,bounded_3,0.100000,1,5,3552.656667,12.106562,3552.656667,12.106562,3552.656667,12.106562,0.000000,0.000000,0.000000,0.000000,0.276235,0.000958
rc,bounded_3,0.100000,8,5,8166.663333,2787.161804,8166.663333,2787.161804,8166.663333,2787.161804,0.000000,0.000000,0.000000,0.000000,1.061080,0.259292
rc,bounded_3,0.100000,32,5,8624.686667,2833.901355,8624.686667,2833.901355,8624.686667,2833.901355,0.000000,0.000000,0.000000,0.000000,4.035116,0.998906
rc,bounded_3,0.100000,64,5,8897.773333,2664.531903,8897.773333,2664.531903,8897.773333,2664.531903,0.000000,0.000000,0.000000,0.000000,7.702580,1.683094
rc,bounded_3,0.500000,1,5,3537.733333,35.802939,3537.733333,35.802939,3537.733333,35.802939,0.000000,0.000000,0.000000,0.000000,0.277346,0.002677
rc,bounded_3,0.500000,8,5,8461.570000,2904.220455,8461.570000,2904.220455,8461.570000,2904.220455,0.000000,0.000000,0.000000,0.000000,1.042348,0.299454
rc,bounded_3,0.500000,32,5,8480.693334,2771.570897,8480.693334,2771.570897,8480.693334,2771.570897,0.000000,0.000000,0.000000,0.000000,4.075457,0.928411
rc,bounded_3,0.500000,64,5,8961.156667,2790.315405,8961.156667,2790.315405,8961.156667,2790.315405,0.000000,0.000000,0.000000,0.000000,7.815403,2.111559
rc,bounded_3,0.900000,1,5,3587.203333,26.561076,3587.203333,26.561076,3587.203333,26.561076,0.000000,0.000000,0.000000,0.000000,0.273581,0.001917
rc,bounded_3,0.900000,8,5,8690.886666,3162.579929,8690.886666,3162.579929,8690.886666,3162.579929,0.000000,0.000000,0.000000,0.000000,1.035593,0.327657
rc,bounded_3,0.900000,32,5,8657.396666,2758.145751,8657.396666,2758.145751,8657.396666,2758.145751,0.000000,0.000000,0.000000,0.000000,4.037034,1.071613
rc,bounded_3,0.900000,64,5,9368.686667,2558.025408,9368.686667,2558.025408,9368.686667,2558.025408,0.000000,0.000000,0.000000,0.000000,7.426754,2.149830
rc,unbounded,0.100000,1,5,3696.593333,19.928505,3696.593333,19.928505,3696.593333,19.928505,0.000000,0.000000,0.000000,0.000000,0.265356,0.001432
rc,unbounded,0.100000,8,5,8482.570000,2723.685286,8482.570000,2723.685286,8482.570000,2723.685286,0.000000,0.000000,0.000000,0.000000,1.018168,0.256932
rc,unbounded,0.100000,32,5,8777.400000,2771.165101,8777.400000,2771.165101,8777.400000,2771.165101,0.000000,0.000000,0.000000,0.000000,3.949416,0.972949
rc,unbounded,0.100000,64,5,9231.596667,2890.254429,9231.596667,2890.254429,9231.596667,2890.254429,0.000000,0.000000,0.000000,0.000000,7.562056,1.976154
rc,unbounded,0.500000,1,5,3684.143333,11.348081,3684.143333,11.348081,3684.143333,11.348081,0.000000,0.000000,0.000000,0.000000,0.266242,0.000825
rc,unbounded,0.500000,8,5,8710.023333,3097.709388,8710.023333,3097.709388,8710.023333,3097.709388,0.000000,0.000000,0.000000,0.000000,1.027949,0.320136
rc,unbounded,0.500000,32,5,9012.326667,2895.221272,9012.326667,2895.221272,9012.326667,2895.221272,0.000000,0.000000,0.000000,0.000000,3.911812,1.112652
rc,unbounded,0.500000,64,5,8615.693333,2732.162721,8615.693333,2732.162721,8615.693333,2732.162721,0.000000,0.000000,0.000000,0.000000,8.013102,1.814922
rc,unbounded,0.900000,1,5,3728.106667,15.977810,3728.106667,15.977810,3728.106667,15.977810,0.000000,0.000000,0.000000,0.000000,0.263158,0.001155
rc,unbounded,0.900000,8,5,8582.026667,3078.820003,8582.026667,3078.820003,8582.026667,3078.820003,0.000000,0.000000,0.000000,0.000000,1.041340,0.317999
rc,unbounded,0.900000,32,5,9294.200000,2755.192671,9294.200000,2755.192671,9294.200000,2755.192671,0.000000,0.000000,0.000000,0.000000,3.740051,1.024461
rc,unbounded,0.900000,64,5,9705.013333,2876.693924,9705.013333,2876.693924,9705.013333,2876.693924,0.000000,0.000000,0.000000,0.000000,7.281379,2.274733
si,bounded_1,0.100000,1,5,3675.280000,54.998319,3675.280000,54.998319,3675.280000,54.998319,0.000000,0.000000,0.000000,0.000000,0.266948,0.004114
si,bounded_1,0.100000,8,5,9089.250000,3122.292840,9089.496667,3122.402947,9104.543333,3127.914125,0.002605,0.000497,0.166634,0.005590,0.981081,0.312406
si,bounded_1,0.100000,32,5,8471.853333,2923.982524,8477.223333,2925.661989,8533.253333,2945.588741,0.064068,0.008262,0.718178,0.008443,4.154615,1.108148
si,bounded_1,0.100000,64,5,7984.913333,1702.173914,8003.200000,1706.075069,8108.576667,1729.202606,0.228523,0.005420,1.523443,0.009744,8.349228,1.625754
si,bounded_1,0.500000,1,5,3565.913333,6.127812,3565.913333,6.127812,3565.913333,6.127812,0.000000,0.000000,0.000000,0.000000,0.275223,0.000488
si,bounded_1,0.500000,8,5,8214.173333,2595.754740,8244.926667,2605.482595,8543.553333,2698.426214,0.373003,0.006201,3.860644,0.022462,1.059784,0.303011
si,bounded_1,0.500000,32,5,7651.016667,2420.553257,7918.836667,2507.703932,8753.250000,2783.783498,3.373773,0.039508,12.551293,0.166451,4.412873,1.175516
si,bounded_1,0.500000,64,5,6210.360000,1243.759644,6700.323333,1360.349476,7765.713333,1602.242777,7.267143,0.216324,19.940889,0.409325,9.896015,1.670683
si,bounded_1,0.900000,1,5,3597.610000,9.604831,3597.610000,9.604831,3597.610000,9.604831,0.000000,0.000000,0.000000,0.000000,0.272874,0.000738
si,bounded_1,0.900000,8,5,6573.716667,2163.640002,6703.880000,2207.546797,7411.780000,2439.796156,1.937938,0.017507,11.307623,0.046889,1.283992,0.296138
si,bounded_1,0.900000,32,5,5642.613333,1264.218717,6306.746667,1421.323553,7837.426667,1784.461568,10.506634,0.263901,27.948773,0.486352,5.317785,1.085700
si,bounded_1,0.900000,64,5,4747.116667,1405.859334,5709.116667,1776.473144,7480.770000,2415.880291,16.544812,0.970007,36.111216,1.328077,12.056192,2.658062
si,bounded_10,0.100000,1,5,3563.823333,9.119821,3563.823333,9.119821,3563.823333,9.119821,0.000000,0.000000,0.000000,0.000000,0.275380,0.000727
si,bounded_10,0.100000,8,5,7354.940000,1917.426369,7354.940000,1917.426369,7367.706667,1920.294930,0.000000,0.000000,0.174567,0.005786,1.140975,0.234376
si,bounded_10,0.100000,32,5,8019.306667,2701.404733,8019.306667,2701.404733,8078.683333,2721.383997,0.000000,0.000000,0.735112,0.019509,4.320907,0.978034
si,bounded_10,0.100000,64,5,9388.273333,2787.202404,9388.276667,2787.203551,9547.263333,2834.365037,0.000032,0.000063,1.664963,0.022363,7.531610,2.399123
si,bounded_10,0.500000,1,5,3470.810000,45.415699,3470.810000,45.415699,3470.810000,45.415699,0.000000,0.000000,0.000000,0.000000,0.282698,0.003672
si,bounded_10,0.500000,8,5,6991.830000,1824.235675,6991.830000,1824.235675,7275.246666,1895.924944,0.000000,0.000000,3.901282,0.039171,1.202695,0.255204
si,bounded_10,0.500000,32,5,6752.886667,2262.650166,6754.310000,2263.197751,7969.280000,2708.595234,0.020762,0.002559,15.150601,0.415567,5.137146,1.186964
si,bounded_10,0.500000,64,5,7142.980000,2397.008739,7164.430000,2407.486699,9687.660000,3370.556108,0.283608,0.045473,25.938419,0.910192,9.970411,3.000435
si,bounded_10,0.900000,1,5,3480.206667,30.353255,3480.206667,30.353255,3480.206667,30.353255,0.000000,0.000000,0.000000,0.000000,0.281856,0.002315
si,bounded_10,0.900000,8,5,6009.643333,1162.730904,6009.646667,1162.728457,6813.816667,1321.701516,0.000065,0.000127,11.794356,0.046278,1.365756,0.223567
si,bounded_10,0.900000,32,5,5224.793333,1742.501422,5238.740000,1747.979833,7843.253333,2748.052683,0.262207,0.011644,33.081226,0.854360,6.627953,1.540388
si,bounded_10,0.900000,64,5,4581.326667,1395.909073,4636.820000,1421.494755,8193.693333,2693.671982,1.152244,0.140564,43.737277,1.050009,14.831682,3.252447
si,bounded_3,0.100000,1,5,3558.823334,16.790344,3558.823334,16.790344,3558.823334,16.790344,0.000000,0.000000,0.000000,0.000000,0.275754,0.001301
si,bounded_3,0.100000,8,5,6537.166666,1308.549619,6537.166666,1308.549619,6548.316667,1310.758001,0.000000,0.000000,0.170325,0.003986,1.253951,0.194389
si,bounded_3,0.100000,32,5,8123.030000,2726.384096,8123.203333,2726.464674,8183.143333,2746.777476,0.002059,0.000371,0.733799,0.009653,4.264464,0.970154
si,bounded_3,0.100000,64,5,6402.136667,118.592588,6403.360000,118.636910,6509.293333,118.841393,0.019098,0.000854,1.646691,0.042083,9.994063,0.185693
si,bounded_3,0.500000,1,5,3572.010000,7.186864,3572.010000,7.186864,3572.010000,7.186864,0.000000,0.000000,0.000000,0.000000,0.274769,0.000567
si,bounded_3,0.500000,8,5,8685.956667,3000.902336,8686.760000,3001.129131,9041.770000,3125.796171,0.009417,0.001579,3.928456,0.032937,1.027564,0.325708
si,bounded_3,0.500000,32,5,6721.413333,2042.347385,6774.820000,2060.310104,7859.000000,2433.361921,0.782127,0.021577,14.353483,0.391478,5.056159,1.093098
si,bounded_3,0.500000,64,5,5580.303333,1303.253047,5715.960000,1332.322050,7126.010000,1626.954609,2.377310,0.154287,21.735260,1.004989,11.732090,2.260343
si,bounded_3,0.900000,1,5,3599.406667,7.265287,3599.406667,7.265287,3599.406667,7.265287,0.000000,0.000000,0.000000,0.000000,0.272696,0.000536
si,bounded_3,0.900000,8,5,6525.950000,1946.346875,6535.230000,1949.465581,7396.206667,2205.924047,0.140719,0.004625,11.766579,0.034727,1.299680,0.275557
si,bounded_3,0.900000,32,5,5345.093333,1513.119541,5535.623333,1584.442618,7767.546667,2351.644899,3.374987,0.336522,30.866373,1.441178,6.154595,1.305412
si,bounded_3,0.900000,64,5,4835.540000,1540.899129,5226.456667,1695.271038,8254.426667,2811.707712,7.350626,0.388248,41.090867,0.935003,13.233533,2.959727
si,unbounded,0.100000,1,5,3535.603333,52.207953,3535.603333,52.207953,3535.603333,52.207953,0.000000,0.000000,0.000000,0.000000,0.277340,0.004032
si,unbounded,0.100000,8,5,7848.273334,2229.740546,7848.273334,2229.740546,7861.853333,2233.754756,0.000000,0.000000,0.172181,0.003677,1.092888,0.280258
si,unbounded,0.100000,32,5,8168.053333,2464.639671,8168.053333,2464.639671,8228.320000,2482.981307,0.000000,0.000000,0.732321,0.012424,4.211571,0.985108
si,unbounded,0.100000,64,5,9023.746667,2661.039990,9023.746667,2661.039990,9176.013333,2706.755398,0.000000,0.000000,1.656776,0.019784,7.706684,2.028722
si,unbounded,0.500000,1,5,3383.100000,148.151262,3383.100000,148.151262,3383.100000,148.151262,0.000000,0.000000,0.000000,0.000000,0.290270,0.013016
si,unbounded,0.500000,8,5,7511.706667,2683.084534,7511.706667,2683.084534,7820.166667,2791.905886,0.000000,0.000000,3.948742,0.025971,1.159154,0.281484
si,unbounded,0.500000,32,5,6754.496667,1707.101966,6754.496667,1707.101966,7979.693333,2038.134762,0.000000,0.000000,15.303610,0.315169,5.019376,1.117425
si,unbounded,0.500000,64,5,6243.103333,2006.593485,6243.103333,2006.593485,8443.886667,2812.762637,0.000000,0.000000,25.832156,0.688635,11.118522,2.650603
si,unbounded,0.900000,1,5,3563.526667,73.076629,3563.526667,73.076629,3563.526667,73.076629,0.000000,0.000000,0.000000,0.000000,0.275315,0.005639
si,unbounded,0.900000,8,5,6953.326667,1905.437440,6953.326667,1905.437440,7886.156667,2157.167907,0.000000,0.000000,11.840257,0.043964,1.227558,0.304500
si,unbounded,0.900000,32,5,5108.933333,1277.438445,5108.933333,1277.438445,7610.776667,1975.387411,0.000000,0.000000,32.719657,0.696696,6.604312,1.362740
si,unbounded,0.900000,64,5,4482.980000,1436.917454,4482.980000,1436.917454,8023.156667,2762.447244,0.000000,0.000000,43.785184,0.953123,15.387325,3.342910
ssi,bounded_1,0.100000,1,5,3605.873333,18.281778,3605.873333,18.281778,3605.873333,18.281778,0.000000,0.000000,0.000000,0.000000,0.272102,0.001391
ssi,bounded_1,0.100000,8,5,5727.436666,76.114048,5727.640000,76.112071,5737.346667,76.089401,0.003551,0.000956,0.172765,0.007022,1.386355,0.017281
ssi,bounded_1,0.100000,32,5,7000.710000,2184.865294,7005.173333,2186.316113,7046.033333,2199.876197,0.063513,0.003087,0.640311,0.020331,4.893375,1.040602
ssi,bounded_1,0.100000,64,5,7120.033333,1751.000013,7127.010000,1752.783054,7188.313333,1768.894580,0.097708,0.005668,0.946757,0.041113,9.447800,1.871792
ssi,bounded_1,0.500000,1,5,3478.136667,12.032280,3478.136667,12.032280,3478.136667,12.032280,0.000000,0.000000,0.000000,0.000000,0.282260,0.000967
ssi,bounded_1,0.500000,8,5,7899.510000,2617.809860,7929.593333,2627.221614,8217.836667,2722.744581,0.381714,0.011019,3.875817,0.009531,1.112213,0.325641
ssi,bounded_1,0.500000,32,5,6385.340000,1760.933262,6589.116667,1815.835922,7246.973333,2000.342935,3.096743,0.066117,11.884850,0.197277,5.134720,1.011154
ssi,bounded_1,0.500000,64,5,5608.436667,860.938162,5825.216667,892.415315,6469.456667,989.857472,3.725393,0.040693,13.314963,0.076358,11.208417,1.422525
ssi,bounded_1,0.900000,1,5,3499.513333,23.308044,3499.513333,23.308044,3499.513333,23.308044,0.000000,0.000000,0.000000,0.000000,0.280526,0.001855
ssi,bounded_1,0.900000,8,5,7106.660000,2381.711791,7250.026666,2430.246167,8025.340000,2690.799551,1.974902,0.016832,11.442886,0.039383,1.205331,0.322446
ssi,bounded_1,0.900000,32,5,5662.543333,1118.306258,6296.300000,1249.002825,7801.833333,1560.149619,10.055409,0.253507,27.392789,0.426194,5.273125,0.992617
ssi,bounded_1,0.900000,64,5,4558.533333,673.579068,5076.146667,740.712953,6295.736667,911.158340,10.221955,0.554361,27.624035,0.970995,12.886186,1.834702
ssi,bounded_10,0.100000,1,5,3514.663333,6.164144,3514.663333,6.164144,3514.663333,6.164144,0.000000,0.000000,0.000000,0.000000,0.279276,0.000520
ssi,bounded_10,0.100000,8,5,8800.016667,2697.959933,8800.016667,2697.959933,8815.436667,2702.623356,0.000000,0.000000,0.175048,0.002007,0.993187,0.296528
ssi,bounded_10,0.100000,32,5,7621.700000,1761.068453,7621.813333,1761.144255,7677.210000,1774.171958,0.001349,0.000787,0.721874,0.016574,4.395576,0.869164
ssi,bounded_10,0.100000,64,5,7973.290000,2684.466509,7973.336667,2684.468893,8056.896667,2713.803848,0.000631,0.000375,1.033661,0.017080,8.785086,2.223009
ssi,bounded_10,0.500000,1,5,3447.933333,50.925235,3447.933333,50.925235,3447.933333,50.925235,0.000000,0.000000,0.000000,0.000000,0.284583,0.004089
ssi,bounded_10,0.500000,8,5,7191.046667,2801.377985,7191.076666,2801.385460,7490.963333,2920.958514,0.000442,0.000282,3.991983,0.034281,1.242203,0.355495
ssi,bounded_10,0.500000,32,5,6589.213333,2371.878225,6591.393333,2372.206649,7716.873333,2836.261845,0.034907,0.005735,14.442653,0.592274,5.313806,1.260839
