source_csv,timestamp_utc,policy,policy_label,retry_model,retry_label,retry_budget,hotspot_probability,hotspot_p,mpl,repeat,seed,warmup_seconds,measurement_seconds,committed,errors,attempts,aborts,tps,committed_tps,error_rate_pct,error_rate,abort_rate_pct,abort_rate,mean_latency_ms,p95_latency_ms,validation_ok,raw_path
results/v7/summary/run_summaries.csv,2026-05-16T06:12:44.745083+00:00,si,SI,bounded_3,3 retries,3.0,0.9,0.9,64,3,3994,30.0,60.0,234220,17964,393679,159459,3903.666667,3903.666667,7.12337,7.12337,40.504828,40.504828,15.22825,90.258667,True,results/v7/raw/20260516T061244.745083+0000_si_mpl64_bounded_3_p0p9_r3.json
results/v7/summary/run_summaries.csv,2026-05-16T06:14:16.550987+00:00,si,SI,bounded_3,3 retries,3.0,0.9,0.9,64,4,3995,30.0,60.0,235448,18160,396792,161344,3924.133333,3924.133333,7.160657,7.160657,40.66211,40.66211,15.139417,89.862614,True,results/v7/raw/20260516T061416.550987+0000_si_mpl64_bounded_3_p0p9_r4.json
results/v7/summary/run_summaries.csv,2026-05-16T06:15:48.270811+00:00,si,SI,bounded_3,3 retries,3.0,0.9,0.9,64,5,3996,30.0,60.0,234608,18203,395532,160924,3910.133333,3910.133333,7.20024,7.20024,40.685457,40.685457,15.185418,89.339527,True,results/v7/raw/20260516T061548.270811+0000_si_mpl64_bounded_3_p0p9_r5.json
results/v7/summary/run_summaries.csv,2026-05-16T06:32:37.523035+00:00,si,SI,bounded_10,10 retries,10.0,0.9,0.9,64,1,3992,30.0,60.0,220788,2409,387691,166903,3679.8,3679.8,1.079316,1.079316,43.050522,43.050522,17.207152,98.873744,True,results/v7/raw/20260516T063237.523035+0000_si_mpl64_bounded_10_p0p9_r1.json
results/v7/summary/run_summaries.csv,2026-05-16T06:34:09.420596+00:00,si,SI,bounded_10,10 retries,10.0,0.9,0.9,64,2,3993,30.0,60.0,219529,2284,384539,165010,3658.816667,3658.816667,1.029696,1.029696,42.911122,42.911122,17.31296,103.942627,True,results/v7/raw/20260516T063409.420596+0000_si_mpl64_bounded_10_p0p9_r2.json
results/v7/summary/run_summaries.csv,2026-05-16T06:35:41.450093+00:00,si,SI,bounded_10,10 retries,10.0,0.9,0.9,64,3,3994,30.0,60.0,227473,2471,398667,171194,3791.216667,3791.216667,1.074609,1.074609,42.941603,42.941603,16.703622,103.710954,True,results/v7/raw/20260516T063541.450093+0000_si_mpl64_bounded_10_p0p9_r3.json
results/v7/summary/run_summaries.csv,2026-05-16T06:37:13.226506+00:00,si,SI,bounded_10,10 retries,10.0,0.9,0.9,64,4,3995,30.0,60.0,442698,6417,815192,372494,7378.3,7378.3,1.42881,1.42881,45.694021,45.694021,8.540602,34.520675,True,results/v7/raw/20260516T063713.226506+0000_si_mpl64_bounded_10_p0p9_r4.json
results/v7/summary/run_summaries.csv,2026-05-16T06:38:44.827048+00:00,si,SI,bounded_10,10 retries,10.0,0.9,0.9,64,5,3996,30.0,60.0,263910,3067,472019,208109,4398.5,4398.5,1.148788,1.148788,44.089115,44.089115,14.394072,34.081483,True,results/v7/raw/20260516T063844.827048+0000_si_mpl64_bounded_10_p0p9_r5.json
results/v7/summary/run_summaries.csv,2026-05-16T06:55:34.870611+00:00,si,SI,unbounded,Retry forever,inf,0.9,0.9,64,1,3992,30.0,60.0,235484,0,414622,179138,3924.733333,3924.733333,0.0,0.0,43.205136,43.205136,16.303736,102.075299,True,results/v7/raw/20260516T065534.870611+0000_si_mpl64_unbounded_p0p9_r1.json
results/v7/summary/run_summaries.csv,2026-05-16T06:57:06.560767+00:00,si,SI,unbounded,Retry forever,inf,0.9,0.9,64,2,3993,30.0,60.0,444492,0,818989,374497,7408.2,7408.2,0.0,0.0,45.726744,45.726744,8.629269,27.512074,True,results/v7/raw/20260516T065706.560767+0000_si_mpl64_unbounded_p0p9_r2.json
results/v7/summary/run_summaries.csv,2026-05-16T06:58:38.369419+00:00,si,SI,unbounded,Retry forever,inf,0.9,0.9,64,3,3994,30.0,60.0,222729,0,393348,170619,3712.15,3712.15,0.0,0.0,43.376094,43.376094,17.254901,83.466656,True,results/v7/raw/20260516T065838.369419+0000_si_mpl64_unbounded_p0p9_r3.json
results/v7/summary/run_summaries.csv,2026-05-16T07:00:10.355004+00:00,si,SI,unbounded,Retry forever,inf,0.9,0.9,64,4,3995,30.0,60.0,216301,0,381781,165480,3605.016667,3605.016667,0.0,0.0,43.344221,43.344221,17.750891,104.704054,True,results/v7/raw/20260516T070010.355004+0000_si_mpl64_unbounded_p0p9_r4.json
results/v7/summary/run_summaries.csv,2026-05-16T07:01:42.304863+00:00,si,SI,unbounded,Retry forever,inf,0.9,0.9,64,5,3996,30.0,60.0,225888,0,398207,172319,3764.8,3764.8,0.0,0.0,43.273724,43.273724,16.99783,100.863735,True,results/v7/raw/20260516T070142.304863+0000_si_mpl64_unbounded_p0p9_r5.json
results/v7/summary/run_summaries.csv,2026-05-16T12:20:34.546794+00:00,ssi,SSI,bounded_1,1 retry,1.0,0.9,0.9,64,1,3992,30.0,60.0,251962,29932,351526,99564,4199.366667,4199.366667,10.618176,10.618176,28.323367,28.323367,13.620084,72.790867,True,results/v7/raw/20260516T122034.546794+0000_ssi_mpl64_bounded_1_p0p9_r1.json
results/v7/summary/run_summaries.csv,2026-05-16T12:22:06.227238+00:00,ssi,SSI,bounded_1,1 retry,1.0,0.9,0.9,64,2,3993,30.0,60.0,250851,29688,349149,98298,4180.85,4180.85,10.582486,10.582486,28.153596,28.153596,13.682962,73.361152,True,results/v7/raw/20260516T122206.227238+0000_ssi_mpl64_bounded_1_p0p9_r2.json
results/v7/summary/run_summaries.csv,2026-05-16T12:23:37.877651+00:00,ssi,SSI,bounded_1,1 retry,1.0,0.9,0.9,64,3,3994,30.0,60.0,333597,39261,464958,131361,5559.95,5559.95,10.529746,10.529746,28.252229,28.252229,10.292576,68.154982,True,results/v7/raw/20260516T122337.877651+0000_ssi_mpl64_bounded_1_p0p9_r3.json
results/v7/summary/run_summaries.csv,2026-05-16T12:25:09.747427+00:00,ssi,SSI,bounded_1,1 retry,1.0,0.9,0.9,64,4,3995,30.0,60.0,309103,31015,415967,106864,5151.716667,5151.716667,9.118894,9.118894,25.690499,25.690499,11.289339,40.808723,True,results/v7/raw/20260516T122509.747427+0000_ssi_mpl64_bounded_1_p0p9_r4.json
results/v7/summary/run_summaries.csv,2026-05-16T12:26:41.685887+00:00,ssi,SSI,bounded_1,1 retry,1.0,0.9,0.9,64,5,3996,30.0,60.0,222047,25388,307121,85074,3700.783333,3700.783333,10.260472,10.260472,27.700483,27.700483,15.545969,76.286989,True,results/v7/raw/20260516T122641.685887+0000_ssi_mpl64_bounded_1_p0p9_r5.json
results/v7/summary/run_summaries.csv,2026-05-16T12:43:31.188873+00:00,ssi,SSI,bounded_3,3 retries,3.0,0.9,0.9,64,1,3992,30.0,60.0,239849,9453,356140,116291,3997.483333,3997.483333,3.791787,3.791787,32.65317,32.65317,15.406675,80.95793,True,results/v7/raw/20260516T124331.188873+0000_ssi_mpl64_bounded_3_p0p9_r1.json
results/v7/summary/run_summaries.csv,2026-05-16T12:45:02.952931+00:00,ssi,SSI,bounded_3,3 retries,3.0,0.9,0.9,64,2,3993,30.0,60.0,238956,9072,354012,115056,3982.6,3982.6,3.657652,3.657652,32.500593,32.500593,15.481459,89.266016,True,results/v7/raw/20260516T124502.952931+0000_ssi_mpl64_bounded_3_p0p9_r2.json
results/v7/summary/run_summaries.csv,2026-05-16T12:46:34.840519+00:00,ssi,SSI,bounded_3,3 retries,3.0,0.9,0.9,64,3,3994,30.0,60.0,240674,8924,354833,114159,4011.233333,4011.233333,3.575349,3.575349,32.1726,32.1726,15.384132,90.244958,True,results/v7/raw/20260516T124634.840519+0000_ssi_mpl64_bounded_3_p0p9_r3.json
results/v7/summary/run_summaries.csv,2026-05-16T12:48:06.533816+00:00,ssi,SSI,bounded_3,3 retries,3.0,0.9,0.9,64,4,3995,30.0,60.0,459828,18579,693108,233280,7663.8,7663.8,3.883513,3.883513,33.657092,33.657092,8.017598,54.996757,True,results/v7/raw/20260516T124806.533816+0000_ssi_mpl64_bounded_3_p0p9_r4.json
results/v7/summary/run_summaries.csv,2026-05-16T12:49:37.980583+00:00,ssi,SSI,bounded_3,3 retries,3.0,0.9,0.9,64,5,3996,30.0,60.0,401483,17255,609828,208345,6691.383333,6691.383333,4.120715,4.120715,34.164551,34.164551,9.164246,27.121071,True,results/v7/raw/20260516T124937.980583+0000_ssi_mpl64_bounded_3_p0p9_r5.json
results/v7/summary/run_summaries.csv,2026-05-16T13:06:26.258184+00:00,ssi,SSI,bounded_10,10 retries,10.0,0.9,0.9,64,1,3992,30.0,60.0,230917,609,351590,120673,3848.616667,3848.616667,0.263037,0.263037,34.32208,34.32208,16.582839,100.677121,True,results/v7/raw/20260516T130626.258184+0000_ssi_mpl64_bounded_10_p0p9_r1.json
results/v7/summary/run_summaries.csv,2026-05-16T13:07:57.981030+00:00,ssi,SSI,bounded_10,10 retries,10.0,0.9,0.9,64,2,3993,30.0,60.0,441306,1207,687829,246523,7355.1,7355.1,0.27276,0.27276,35.840739,35.840739,8.667745,59.76639,True,results/v7/raw/20260516T130757.981030+0000_ssi_mpl64_bounded_10_p0p9_r2.json
results/v7/summary/run_summaries.csv,2026-05-16T13:09:29.568172+00:00,ssi,SSI,bounded_10,10 retries,10.0,0.9,0.9,64,3,3994,30.0,60.0,395580,1144,620310,224730,6593.0,6593.0,0.288362,0.288362,36.22866,36.22866,9.674139,30.678494,True,results/v7/raw/20260516T130929.568172+0000_ssi_mpl64_bounded_10_p0p9_r3.json
results/v7/summary/run_summaries.csv,2026-05-16T13:11:01.513076+00:00,ssi,SSI,bounded_10,10 retries,10.0,0.9,0.9,64,4,3995,30.0,60.0,231771,545,351916,120145,3862.85,3862.85,0.234594,0.234594,34.140249,34.140249,16.524606,103.128023,True,results/v7/raw/20260516T131101.513076+0000_ssi_mpl64_bounded_10_p0p9_r4.json
results/v7/summary/run_summaries.csv,2026-05-16T13:12:33.201984+00:00,ssi,SSI,bounded_10,10 retries,10.0,0.9,0.9,64,5,3996,30.0,60.0,231286,624,353717,122431,3854.766667,3854.766667,0.26907,0.26907,34.612699,34.612699,16.561324,97.758827,True,results/v7/raw/20260516T131233.201984+0000_ssi_mpl64_bounded_10_p0p9_r5.json
results/v7/summary/run_summaries.csv,2026-05-16T13:29:21.328566+00:00,ssi,SSI,unbounded,Retry forever,inf,0.9,0.9,64,1,3992,30.0,60.0,294223,0,457786,163563,4903.716667,4903.716667,0.0,0.0,35.72914,35.72914,13.054785,30.7044,True,results/v7/raw/20260516T132921.328566+0000_ssi_mpl64_unbounded_p0p9_r1.json
results/v7/summary/run_summaries.csv,2026-05-16T13:30:53.078113+00:00,ssi,SSI,unbounded,Retry forever,inf,0.9,0.9,64,2,3993,30.0,60.0,228236,0,349557,121321,3803.933333,3803.933333,0.0,0.0,34.707072,34.707072,16.83422,100.043982,True,results/v7/raw/20260516T133053.078113+0000_ssi_mpl64_unbounded_p0p9_r2.json
results/v7/summary/run_summaries.csv,2026-05-16T13:32:24.769634+00:00,ssi,SSI,unbounded,Retry forever,inf,0.9,0.9,64,3,3994,30.0,60.0,227096,0,353176,126080,3784.933333,3784.933333,0.0,0.0,35.698915,35.698915,16.911309,97.118532,True,results/v7/raw/20260516T133224.769634+0000_ssi_mpl64_unbounded_p0p9_r3.json
results/v7/summary/run_summaries.csv,2026-05-16T13:33:56.573511+00:00,ssi,SSI,unbounded,Retry forever,inf,0.9,0.9,64,4,3995,30.0,60.0,462962,0,725670,262708,7716.033333,7716.033333,0.0,0.0,36.20213,36.20213,8.286708,48.166728,True,results/v7/raw/20260516T133356.573511+0000_ssi_mpl64_unbounded_p0p9_r4.json
results/v7/summary/run_summaries.csv,2026-05-16T13:35:28.255715+00:00,ssi,SSI,unbounded,Retry forever,inf,0.9,0.9,64,5,3996,30.0,60.0,332619,0,512817,180198,5543.65,5543.65,0.0,0.0,35.138851,35.138851,11.548427,30.670777,True,results/v7/raw/20260516T133528.255715+0000_ssi_mpl64_unbounded_p0p9_r5.json
results/v7/summary/run_summaries.csv,2026-05-16T18:25:16.813738+00:00,mixed_robust,Mixed-robust,bounded_1,1 retry,1.0,0.9,0.9,64,1,3992,30.0,60.0,263876,34038,365742,101866,4397.933333,4397.933333,11.425445,11.425445,27.851874,27.851874,12.88654,69.187996,True,results/v7/raw/20260516T182516.813738+0000_mixed_robust_mpl64_bounded_1_p0p9_r1.json
results/v7/summary/run_summaries.csv,2026-05-16T18:26:48.499433+00:00,mixed_robust,Mixed-robust,bounded_1,1 retry,1.0,0.9,0.9,64,2,3993,30.0,60.0,506081,68580,709488,203407,8434.683333,8434.683333,11.933992,11.933992,28.669548,28.669548,6.673352,44.052126,True,results/v7/raw/20260516T182648.499433+0000_mixed_robust_mpl64_bounded_1_p0p9_r2.json
results/v7/summary/run_summaries.csv,2026-05-16T18:28:20.027058+00:00,mixed_robust,Mixed-robust,bounded_1,1 retry,1.0,0.9,0.9,64,3,3994,30.0,60.0,456177,60946,638004,181827,7602.95,7602.95,11.785591,11.785591,28.499351,28.499351,7.416016,21.604701,True,results/v7/raw/20260516T182820.027058+0000_mixed_robust_mpl64_bounded_1_p0p9_r3.json
results/v7/summary/run_summaries.csv,2026-05-16T18:29:51.787979+00:00,mixed_robust,Mixed-robust,bounded_1,1 retry,1.0,0.9,0.9,64,4,3995,30.0,60.0,229086,25832,308788,79702,3818.1,3818.1,10.133455,10.133455,25.811236,25.811236,15.063509,71.509118,True,results/v7/raw/20260516T182951.787979+0000_mixed_robust_mpl64_bounded_1_p0p9_r4.json
results/v7/summary/run_summaries.csv,2026-05-16T18:31:23.674049+00:00,mixed_robust,Mixed-robust,bounded_1,1 retry,1.0,0.9,0.9,64,5,3996,30.0,60.0,264098,32119,361158,97060,4401.633333,4401.633333,10.843064,10.843064,26.874664,26.874664,12.957787,84.650124,True,results/v7/raw/20260516T183123.674049+0000_mixed_robust_mpl64_bounded_1_p0p9_r5.json
results/v7/summary/run_summaries.csv,2026-05-16T18:48:12.904008+00:00,mixed_robust,Mixed-robust,bounded_3,3 retries,3.0,0.9,0.9,64,1,3992,30.0,60.0,423655,18775,625182,201527,7060.916667,7060.916667,4.243609,4.243609,32.234933,32.234933,8.671475,27.698916,True,results/v7/raw/20260516T184812.904008+0000_mixed_robust_mpl64_bounded_3_p0p9_r1.json
results/v7/summary/run_summaries.csv,2026-05-16T18:49:44.896055+00:00,mixed_robust,Mixed-robust,bounded_3,3 retries,3.0,0.9,0.9,64,2,3993,30.0,60.0,247873,9405,354798,106925,4131.216667,4131.216667,3.655579,3.655579,30.136867,30.136867,14.922467,91.185112,True,results/v7/raw/20260516T184944.896055+0000_mixed_robust_mpl64_bounded_3_p0p9_r2.json
results/v7/summary/run_summaries.csv,2026-05-16T18:51:16.689343+00:00,mixed_robust,Mixed-robust,bounded_3,3 retries,3.0,0.9,0.9,64,3,3994,30.0,60.0,246874,10227,358338,111464,4114.566667,4114.566667,3.977814,3.977814,31.105827,31.105827,14.939143,84.79634,True,results/v7/raw/20260516T185116.689343+0000_mixed_robust_mpl64_bounded_3_p0p9_r3.json
results/v7/summary/run_summaries.csv,2026-05-16T18:52:48.615998+00:00,mixed_robust,Mixed-robust,bounded_3,3 retries,3.0,0.9,0.9,64,4,3995,30.0,60.0,359730,14282,520095,160365,5995.5,5995.5,3.818594,3.818594,30.83379,30.83379,10.258075,81.639002,True,results/v7/raw/20260516T185248.615998+0000_mixed_robust_mpl64_bounded_3_p0p9_r4.json
results/v7/summary/run_summaries.csv,2026-05-16T18:54:20.270122+00:00,mixed_robust,Mixed-robust,bounded_3,3 retries,3.0,0.9,0.9,64,5,3996,30.0,60.0,527511,23463,779845,252334,8791.85,8791.85,4.258459,4.258459,32.356943,32.356943,6.961477,27.06172,True,results/v7/raw/20260516T185420.270122+0000_mixed_robust_mpl64_bounded_3_p0p9_r5.json
results/v7/summary/run_summaries.csv,2026-05-16T19:11:08.282695+00:00,mixed_robust,Mixed-robust,bounded_10,10 retries,10.0,0.9,0.9,64,1,3992,30.0,60.0,237370,736,353367,115997,3956.166667,3956.166667,0.309106,0.309106,32.826212,32.826212,16.134024,98.924015,True,results/v7/raw/20260516T191108.282695+0000_mixed_robust_mpl64_bounded_10_p0p9_r1.json
results/v7/summary/run_summaries.csv,2026-05-16T19:12:40.191060+00:00,mixed_robust,Mixed-robust,bounded_10,10 retries,10.0,0.9,0.9,64,2,3993,30.0,60.0,289817,811,432254,142437,4830.283333,4830.283333,0.279051,0.279051,32.952153,32.952153,13.206089,102.206723,True,results/v7/raw/20260516T191240.191060+0000_mixed_robust_mpl64_bounded_10_p0p9_r2.json
results/v7/summary/run_summaries.csv,2026-05-16T19:14:11.802017+00:00,mixed_robust,Mixed-robust,bounded_10,10 retries,10.0,0.9,0.9,64,3,3994,30.0,60.0,505823,1622,774608,268785,8430.383333,8430.383333,0.319641,0.319641,34.699487,34.699487,7.558571,31.148138,True,results/v7/raw/20260516T191411.802017+0000_mixed_robust_mpl64_bounded_10_p0p9_r3.json
results/v7/summary/run_summaries.csv,2026-05-16T19:15:43.364044+00:00,mixed_robust,Mixed-robust,bounded_10,10 retries,10.0,0.9,0.9,64,4,3995,30.0,60.0,234738,728,351173,116435,3912.3,3912.3,0.309174,0.309174,33.156023,33.156023,16.307869,98.835893,True,results/v7/raw/20260516T191543.364044+0000_mixed_robust_mpl64_bounded_10_p0p9_r4.json
results/v7/summary/run_summaries.csv,2026-05-16T19:17:15.233756+00:00,mixed_robust,Mixed-robust,bounded_10,10 retries,10.0,0.9,0.9,64,5,3996,30.0,60.0,234979,805,352846,117867,3916.316667,3916.316667,0.341414,0.341414,33.404658,33.404658,16.284609,98.439245,True,results/v7/raw/20260516T191715.233756+0000_mixed_robust_mpl64_bounded_10_p0p9_r5.json
